Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     256/294527      void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [14]
                0.00    0.00     511/294527      void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
                0.01    0.00   32640/294527      Analysis::pearson(Vector, Vector) [3]
                0.03    0.00   65280/294527      Vector::magnitude() const [7]
                0.03    0.00   65280/294527      Vector::operator/(double) [6]
                0.03    0.00   65280/294527      Vector::operator-(double) [5]
                0.03    0.00   65280/294527      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[4]     50.0    0.13    0.00  294527         Vector::Vector(Vector const&) [4]
                0.00    0.00  294527/294783      Vector::Vector(unsigned int) [31]
-----------------------------------------------
                0.05    0.03   65280/65280       Analysis::pearson(Vector, Vector) [3]
[5]     30.3    0.05    0.03   65280         Vector::operator-(double) [5]
                0.03    0.00   65280/294527      Vector::Vector(Vector const&) [4]
-----------------------------------------------
                0.03    0.03   65280/65280       Analysis::pearson(Vector, Vector) [3]
[6]     22.6    0.03    0.03   65280         Vector::operator/(double) [6]
                0.03    0.00   65280/294527      Vector::Vector(Vector const&) [4]
-----------------------------------------------
                0.00    0.04   65280/65280       Analysis::pearson(Vector, Vector) [3]
[7]     16.2    0.00    0.04   65280         Vector::magnitude() const [7]
                0.03    0.00   65280/294527      Vector::Vector(Vector const&) [4]
                0.01    0.00   65280/97920       Vector::dot(Vector) const [9]
                0.00    0.00   65280/294783      Vector::~Vector() [32]
-----------------------------------------------
                0.03    0.00   65280/65280       Analysis::pearson(Vector, Vector) [3]
[8]     11.5    0.03    0.00   65280         Vector::mean() const [8]
-----------------------------------------------
                0.01    0.00   32640/97920       Analysis::pearson(Vector, Vector) [3]
                0.01    0.00   65280/97920       Vector::magnitude() const [7]
[9]      7.7    0.02    0.00   97920         Vector::dot(Vector) const [9]
                0.00    0.00 25067520/25067520     Vector::operator[](unsigned int) [30]
-----------------------------------------------
                0.00    0.00     255/511         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [20]
                0.00    0.00     256/511         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
[10]     0.1    0.00    0.00     511         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
                0.00    0.00     511/294527      Vector::Vector(Vector const&) [4]
                0.00    0.00     511/1032        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [49]
                0.00    0.00     511/33407       operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00     256/256         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[11]     0.1    0.00    0.00     256         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [11]
                0.00    0.00       9/9           void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [13]
                0.00    0.00     247/256         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [15]
                0.00    0.00       9/9           std::vector<Vector, std::allocator<Vector> >::end() [109]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[12]     0.1    0.00    0.00       1         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00     256/256         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [11]
                0.00    0.00     256/256         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [62]
                0.00    0.00     256/294783      Vector::Vector(unsigned int) [31]
                0.00    0.00     256/256         Vector::get_data() [53]
                0.00    0.00     256/256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [57]
                0.00    0.00     256/256         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [60]
                0.00    0.00     256/294783      Vector::~Vector() [32]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector() [177]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [11]
[13]     0.0    0.00    0.00       9         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [13]
                0.00    0.00      18/18          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [23]
                0.00    0.00       9/256         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [15]
                0.00    0.00      27/30          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [79]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [67]
                0.00    0.00       9/9           std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [108]
                0.00    0.00       9/9           std::vector<Vector, std::allocator<Vector> >::begin() [110]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [107]
                0.00    0.00       9/10          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [104]
                0.00    0.00       9/1032        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [49]
                0.00    0.00       9/11          void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [101]
                0.00    0.00       9/11          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [99]
-----------------------------------------------
                0.00    0.00     256/256         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [15]
[14]     0.0    0.00    0.00     256         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [14]
                0.00    0.00     256/294527      Vector::Vector(Vector const&) [4]
                0.00    0.00     256/1032        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [49]
                0.00    0.00     256/33407       operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00       9/256         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [13]
                0.00    0.00     247/256         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [11]
[15]     0.0    0.00    0.00     256         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [15]
                0.00    0.00     256/256         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [14]
                0.00    0.00     256/1032        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [49]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [18]
[16]     0.0    0.00    0.00       1         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
                0.00    0.00     256/511         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
                0.00    0.00     257/257         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [52]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [55]
                0.00    0.00     256/1278        Vector* std::__addressof<Vector>(Vector&) [48]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++() [54]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[17]     0.0    0.00    0.00       1         std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [17]
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [19]
                0.00    0.00       1/19          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [82]
                0.00    0.00       1/33188       std::vector<Vector, std::allocator<Vector> >::size() const [39]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<Vector>, Vector>::_S_select_on_copy(std::allocator<Vector> const&) [155]
                0.00    0.00       1/3           std::allocator<Vector>::~allocator() [113]
                0.00    0.00       1/1           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base(unsigned long, std::allocator<Vector> const&) [167]
                0.00    0.00       1/30          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [79]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::end() const [157]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::begin() const [158]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [19]
[18]     0.0    0.00    0.00       1         Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [18]
                0.00    0.00       1/1           Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [17]
[19]     0.0    0.00    0.00       1         Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [19]
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [18]
-----------------------------------------------
                0.00    0.00      18/18          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [21]
[20]     0.0    0.00    0.00      18         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [20]
                0.00    0.00     255/511         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
                0.00    0.00     255/1278        Vector* std::__addressof<Vector>(Vector&) [48]
-----------------------------------------------
                0.00    0.00      18/18          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [22]
[21]     0.0    0.00    0.00      18         Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [21]
                0.00    0.00      18/18          Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [20]
-----------------------------------------------
                0.00    0.00      18/18          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [23]
[22]     0.0    0.00    0.00      18         Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [22]
                0.00    0.00      18/18          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [21]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [13]
[23]     0.0    0.00    0.00      18         Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [23]
                0.00    0.00      18/18          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [22]
                0.00    0.00      36/36          Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [68]
-----------------------------------------------
                0.00    0.00 25067520/25067520     Vector::dot(Vector) const [9]
[30]     0.0    0.00    0.00 25067520         Vector::operator[](unsigned int) [30]
-----------------------------------------------
                0.00    0.00     256/294783      Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00  294527/294783      Vector::Vector(Vector const&) [4]
[31]     0.0    0.00    0.00  294783         Vector::Vector(unsigned int) [31]
-----------------------------------------------
                0.00    0.00     256/294783      Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00     767/294783      void std::_Destroy<Vector>(Vector*) [50]
                0.00    0.00   65280/294783      Vector::magnitude() const [7]
                0.00    0.00   65280/294783      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.00  163200/294783      Analysis::pearson(Vector, Vector) [3]
[32]     0.0    0.00    0.00  294783         Vector::~Vector() [32]
-----------------------------------------------
                0.00    0.00   65536/65536       double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [61]
[33]     0.0    0.00    0.00   65536         std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [33]
-----------------------------------------------
                0.00    0.00     256/65536       std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [57]
                0.00    0.00   65280/65536       std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [36]
[34]     0.0    0.00    0.00   65536         std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [34]
-----------------------------------------------
                0.00    0.00      16/65296       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [95]
                0.00    0.00   32640/65296       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00   32640/65296       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
[35]     0.0    0.00    0.00   65296         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [35]
-----------------------------------------------
                0.00    0.00   65280/65280       double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [61]
[36]     0.0    0.00    0.00   65280         std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [36]
                0.00    0.00   65280/65536       std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [34]
-----------------------------------------------
                0.00    0.00   65280/65280       Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[37]     0.0    0.00    0.00   65280         std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [37]
-----------------------------------------------
                0.00    0.00     256/33407       void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [14]
                0.00    0.00     511/33407       void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
                0.00    0.00   32640/33407       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
[38]     0.0    0.00    0.00   33407         operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00       1/33188       std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [17]
                0.00    0.00      36/33188       std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [108]
                0.00    0.00   33151/33188       Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[39]     0.0    0.00    0.00   33188         std::vector<Vector, std::allocator<Vector> >::size() const [39]
-----------------------------------------------
                0.00    0.00       1/32706       std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [179]
                0.00    0.00      64/32706       std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [94]
                0.00    0.00   32641/32706       Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [152]
[40]     0.0    0.00    0.00   32706         std::vector<double, std::allocator<double> >::size() const [40]
-----------------------------------------------
                0.00    0.00   32640/32640       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
[41]     0.0    0.00    0.00   32640         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
                0.00    0.00   32640/65296       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [35]
                0.00    0.00   32640/33407       operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00      16/32640       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [95]
                0.00    0.00   32624/32640       std::vector<double, std::allocator<double> >::push_back(double const&) [43]
[42]     0.0    0.00    0.00   32640         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00   32640/65296       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [35]
                0.00    0.00   32640/32640       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
-----------------------------------------------
                0.00    0.00   32640/32640       Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[43]     0.0    0.00    0.00   32640         std::vector<double, std::allocator<double> >::push_back(double const&) [43]
                0.00    0.00   32624/32640       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::end() [96]
                0.00    0.00      16/16          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [95]
-----------------------------------------------
                0.00    0.00   32640/32640       Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [152]
[44]     0.0    0.00    0.00   32640         std::vector<double, std::allocator<double> >::operator[](unsigned long) [44]
-----------------------------------------------
                0.00    0.00   32640/32640       Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [152]
[45]     0.0    0.00    0.00   32640         std::setprecision(int) [45]
-----------------------------------------------
                0.00    0.00   32640/32640       Analysis::pearson(Vector, Vector) [3]
[46]     0.0    0.00    0.00   32640         double const& std::max<double>(double const&, double const&) [46]
-----------------------------------------------
                0.00    0.00   32640/32640       Analysis::pearson(Vector, Vector) [3]
[47]     0.0    0.00    0.00   32640         double const& std::min<double>(double const&, double const&) [47]
-----------------------------------------------
                0.00    0.00     255/1278        Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [20]
                0.00    0.00     256/1278        Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
                0.00    0.00     767/1278        void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [98]
[48]     0.0    0.00    0.00    1278         Vector* std::__addressof<Vector>(Vector&) [48]
-----------------------------------------------
                0.00    0.00       9/1032        void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [13]
                0.00    0.00     256/1032        void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [15]
                0.00    0.00     256/1032        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [14]
                0.00    0.00     511/1032        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [10]
[49]     0.0    0.00    0.00    1032         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [49]
-----------------------------------------------
                0.00    0.00     767/767         void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [98]
[50]     0.0    0.00    0.00     767         void std::_Destroy<Vector>(Vector*) [50]
                0.00    0.00     767/294783      Vector::~Vector() [32]
-----------------------------------------------
                0.00    0.00     514/514         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [52]
[51]     0.0    0.00    0.00     514         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [51]
-----------------------------------------------
                0.00    0.00     257/257         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
[52]     0.0    0.00    0.00     257         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [52]
                0.00    0.00     514/514         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [51]
-----------------------------------------------
                0.00    0.00     256/256         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[53]     0.0    0.00    0.00     256         Vector::get_data() [53]
-----------------------------------------------
                0.00    0.00     256/256         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
[54]     0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++() [54]
-----------------------------------------------
                0.00    0.00     256/256         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [16]
[55]     0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [55]
-----------------------------------------------
                0.00    0.00     256/256         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [60]
[56]     0.0    0.00    0.00     256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [56]
-----------------------------------------------
                0.00    0.00     256/256         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[57]     0.0    0.00    0.00     256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [57]
                0.00    0.00     256/256         std::istream* std::__addressof<std::istream>(std::istream&) [58]
                0.00    0.00     256/65536       std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [34]
-----------------------------------------------
                0.00    0.00     256/256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [57]
[58]     0.0    0.00    0.00     256         std::istream* std::__addressof<std::istream>(std::istream&) [58]
-----------------------------------------------
                0.00    0.00     256/256         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [60]
[59]     0.0    0.00    0.00     256         std::iterator_traits<std::istream_iterator<double, char, std::char_traits<char>, long> >::iterator_category std::__iterator_category<std::istream_iterator<double, char, std::char_traits<char>, long> >(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [59]
-----------------------------------------------
                0.00    0.00     256/256         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[60]     0.0    0.00    0.00     256         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [60]
